date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
2014/1/1,11.4,-1,6.4,11.4,-2.5,4.5,-16.7,18.9,0,0,0,0,0,32.4,286.8,1015.2,0,13.5,110.8,9.6,5,Clear
2014/1/2,7,-5,0.5,7,-6.9,-0.5,-9,50.9,0,0,0,0,0,14.4,36,1018.5,6.5,6.6,94.1,8.1,4,Clear
2014/1/3,9,-2,3.1,8,-5.9,1.2,-13.2,32.4,0,0,0,0,0,16.1,7.7,1022.5,1.9,16.5,111.9,9.6,5,Clear
2014/1/4,2,-6,-1.9,2,-6.1,-3.1,-6.9,69.1,0,0,0,0,0,10.8,68.3,1022.8,12.1,4.8,91,7.9,4,Clear
2014/1/5,6,-7,-0.7,3.7,-12.9,-4.2,-10.9,51.8,0,0,0,0,0,18,16,1024.8,1.4,8.8,112.5,9.9,5,Clear
2014/1/6,0,-3,-0.9,-0.2,-4.7,-2.4,-5.2,73,0,0,0,0,0,14.4,139.8,1026.2,85.7,3,87.7,7.5,4,Partially cloudy
2014/1/7,5,-5,0.2,3.4,-9.5,-2.8,-12,46.9,0,0,0,0,0,18,12.9,1027.4,48.8,8.8,83.2,7.2,4,Partially cloudy
2014/1/8,1,-8,-3.1,-4.6,-12.9,-8,-22.9,21.2,0,0,0,0,0,32.4,338.8,1033.8,7.7,29.5,120.4,10.4,5,Clear
2014/1/9,1,-11,-4.2,-3.8,-16.7,-8.2,-25.6,19.6,0,0,0,0,0,25.2,311.7,1032.1,0,23.5,122.3,10.6,5,Clear
2014/1/10,5,-13,-4.5,2.2,-19.1,-7,-22.8,27.2,0,0,0,0,0,18,303.2,1031.2,1.3,11,116.6,10,5,Clear
2014/1/11,5,-12,-3.5,3.4,-16.7,-5.7,-20.1,30.8,0,0,0,0,0,14.4,301.4,1030.9,25,6.2,89.6,7.8,4,Partially cloudy
2014/1/12,4,-8,-1.6,1,-13.1,-5.3,-23.4,18.6,0,0,0,0,0,32.4,337.6,1036.1,0,23.9,123.3,10.7,5,Clear
2014/1/13,3,-12,-5.2,3,-15.3,-6.9,-19,36.3,0,0,0,0,0,7.2,47.4,1032.1,1.6,6.3,117.1,10,5,Clear
2014/1/14,3,-10,-3.7,2,-16.6,-6,-17.9,36,0,0,0,0,0,18,310.8,1034.3,6,6.4,122.3,10.5,5,Clear
2014/1/15,5,-10,-2.8,5,-15.5,-4.9,-16.7,38.9,0,0,0,0,0,14.4,333.7,1031.2,19,6.6,116.4,10.1,5,Clear
2014/1/16,5,-5,-0.9,3.4,-8.3,-2.7,-8,62.2,0,0,0,0,0,14.4,77.6,1028.3,9,2.4,102.6,8.8,4,Clear
2014/1/17,5,-3,0.3,3.1,-8.7,-3.2,-13.4,42.7,0,0,0,0,0,25.2,235.4,1031.8,8.3,5.6,105.3,9,5,Clear
2014/1/18,6,-8,0.2,5,-11.8,-3.1,-17,28.9,0,0,0,0,0,21.6,28.7,1033,4.6,5.8,127.6,11.1,5,Clear
2014/1/19,5,-3.4,0.1,1.4,-6.7,-2.6,-10.3,51.2,0,0,0,0,0,43.2,299.2,1025.1,8.6,6,85.8,7.5,5,Clear
2014/1/20,3,-3,0,-2.8,-10.6,-6.5,-21.7,18.4,0,0,0,0,0,54,326.5,1030.3,1.1,30,134.4,11.8,5,Clear
2014/1/21,4,-6,-1.2,2.2,-11.7,-4.9,-21.3,21.2,0,0,0,0,0,25.2,317.3,1032.2,2.7,14.1,135.5,11.8,5,Clear
2014/1/22,5,-10,-2.9,5,-15.5,-4.9,-18,33.3,0,0,0,0,0,10.8,39.7,1023.9,3.6,5.8,127.4,11,5,Clear
2014/1/23,3,-8,-2.9,3,-11.8,-4,-13.6,45.3,0,0,0,0,0,8.9,45.3,1016.9,8.2,3.2,92.7,8,4,Clear
2014/1/24,10,-3,2.6,8,-8.7,0.1,-16.4,29.7,0,0,0,0,0,18,7.3,1018,43.3,5.5,39.7,3.3,2,Partially cloudy
2014/1/25,6.5,-2.8,1.9,3.5,-5.1,-0.6,-18.7,23.4,0,0,0,0,0,21.6,34.6,1027.7,30.2,10.8,131.1,11.5,5,Partially cloudy
2014/1/26,3,-5,-1,1,-9.5,-4.3,-10.3,51.5,0,0,0,0,0,18,160.9,1029,26.3,8.9,116.4,10.2,5,Partially cloudy
2014/1/27,8.6,-7,0.7,6.6,-11.9,-2.2,-13.9,44.3,0,0,0,0,0,32.4,352.5,1019.8,9.1,7.6,101.4,8.9,5,Clear
2014/1/28,5,-5,0.1,1.3,-9.5,-3.3,-15.7,31.5,0,0,0,0,0,21.6,150.9,1027.8,29.1,12,138.7,11.9,6,Partially cloudy
2014/1/29,3,-7,-2.4,3,-8.8,-4,-8.7,63.5,0,0,0,0,0,10.8,71,1014.8,18.6,5.1,109.6,9.4,5,Clear
2014/1/30,8,-4.2,2.1,6.9,-7.3,-0.5,-17.3,31.4,0,0,0,0,0,21.6,76.6,1018.4,1.8,10.9,137.4,11.9,6,Clear
2014/1/31,3,-4,0.2,2,-7.1,-1.8,-6.4,61.7,0,0,0,0,0,14.4,47.1,1019.7,21.8,4.5,90.9,7.8,5,Partially cloudy
2014/2/1,4,1,2.6,4,-1.8,0.6,-3,67.2,0,0,0,0,0,14.4,177.6,1016.2,66.5,3.7,99.3,8.4,4,Partially cloudy
2014/2/2,10,-1,4.4,6,-5.5,0.8,-15.5,38.1,0,0,0,0,0,43.2,356,1015.4,52,9.7,143.9,12.6,6,Partially cloudy
2014/2/3,2,-5,-1.1,0,-11.1,-6.4,-33,7.4,0,0,0,0,0,32.4,333.3,1027.5,26.8,27.5,161.2,14,6,Partially cloudy
2014/2/4,1,-6,-2.8,-1.3,-13.1,-6.8,-31.3,9.8,0,0,0,0,0,25.2,327.1,1030,37.7,18.6,160,13.8,6,Partially cloudy
2014/2/5,1,-11,-3.7,1,-11,-5,-17.9,33.9,0,0,0,0,0,12.7,155,1028.9,26.5,7.2,124.2,10.6,5,Partially cloudy
2014/2/6,2,-7,-2.3,2,-10.3,-3.7,-12.8,46.9,0,0,0,0,0,9.1,100.6,1030.1,9.4,6.2,99.9,8.7,5,Clear
2014/2/7,-2,-5,-3.4,-4.8,-9.2,-6.8,-7,76.3,3.1,100,12.5,0,0,14.4,128.3,1027.3,84.5,3.9,45.8,3.8,2,"Snow, Partially cloudy"
2014/2/8,2,-7.1,-2.9,-2.3,-14.3,-6.9,-12,55.8,0.8,100,8.33,0,0,28.8,1.2,1028.5,41.5,10.1,152.5,13.2,6,"Snow, Partially cloudy"
2014/2/9,-1,-11,-5.7,-1,-17.4,-11.1,-21.3,29.1,0,0,0,0,0,21.6,339.7,1036.9,0.1,23.5,169.7,14.6,6,Clear
2014/2/10,-1,-12,-6.2,-3.6,-17.9,-10,-19.7,35.2,0,0,0,0,0,18,10.7,1035.3,33.3,22.3,157.7,13.6,6,Partially cloudy
2014/2/11,1,-12,-5.9,-2,-16.4,-8,-15.2,51,0,0,0,0,0,14.4,160.3,1028.7,10.5,5.6,141.6,12.3,5,Clear
2014/2/12,4,-10,-2.7,2.2,-15.5,-6,-15.9,41.4,0,0,0,0,0,18,53.8,1033,34.1,5.5,151.1,13.1,6,Partially cloudy
2014/2/13,0.1,-4.1,-2.2,-2,-9.2,-5.5,-10.2,54.6,0,0,0,0,0,14.4,119.9,1034.8,9.8,4.4,99.6,8.6,4,Clear
2014/2/14,3,-9,-3,3,-12.9,-3.9,-8.8,66,0,0,0,0,0,7.2,65.2,1026.5,9,2.7,118.8,10,5,Clear
2014/2/15,4,-6,-1.7,4,-9.4,-3.3,-7.7,65.5,0,0,0,0,0,8.9,54.2,1024.8,9,1.7,110.7,9.4,4,Clear
2014/2/16,7,-6,0.8,6,-10.7,-2,-9.3,52.6,0,0,0,0,0,14.4,82.3,1029.8,9,2.7,134.1,11.5,5,Clear
2014/2/17,5,-3,0.9,3.4,-6.7,-1.4,-13.4,37.3,0,0,0,0,0,16.3,151,1035.3,53.2,6.1,106.7,9.2,5,Partially cloudy
2014/2/18,2,-4,-1.3,-0.7,-8,-3.9,-11.6,45.8,0,0,0,0,0,14.4,162.1,1032.3,41.4,8,110.1,9.6,5,Partially cloudy
2014/2/19,6,-8,-0.4,4.5,-9.6,-2.8,-12.7,44.2,0,0,0,0,0,18,90.7,1029.1,0,8.4,167.8,14.5,6,Clear
2014/2/20,1,-4,-1.7,-2,-7.1,-3.6,-5.8,74,0,0,0,0,0,10.8,120.8,1030.7,9.2,2.6,158,13.7,6,Clear
2014/2/21,4,-6,-0.8,3.5,-6.9,-1.8,-6,69.7,0,0,0,0,0,10.8,40.1,1028.5,8,1.8,135.5,11.8,5,Clear
2014/2/22,6,-2,2.7,5.1,-4.8,1,-4.4,60.2,0,0,0,0,0,10.8,58.1,1030.1,9.6,2.1,125.4,10.7,5,Clear
2014/2/23,3,0.8,1.7,3,-1.3,1,-5.4,59.4,0,0,0,0,0,7.2,103.7,1031.1,10,2.1,113.6,9.7,5,Clear
2014/2/24,7,0,3.4,7,-1.3,2.5,-4.7,56.2,0,0,0,0,0,7.2,5.7,1027.6,8,1.8,120.1,10.4,5,Clear
2014/2/25,8,-2,2.6,8,-4.8,2,-3.8,64.5,0,0,0,0,0,10.8,49.6,1026.2,9.2,1.4,119.2,10.1,5,Clear
2014/2/26,9.1,0,4.8,9,-2.5,3.7,-1,66.9,1,100,4.17,0,0,21.6,338.1,1023,14.1,2.3,120,10.3,5,Rain
2014/2/27,9,0,4.5,8,-2.9,1.6,-15.9,22.2,0,0,0,0,0,32.4,336.3,1029.1,17.4,23.6,206.3,17.9,7,Clear
2014/2/28,6,-3,1.5,6,-4.8,-0.2,-7.5,53.3,0,0,0,0,0,14.4,147.3,1026.5,48.8,7.3,145.4,12.7,6,Partially cloudy
2014/3/1,12,-3,5.1,12,-6,2.9,-15.1,32.3,0,0,0,0,0,25.2,293.5,1023.6,3.5,9.5,200.1,17.2,7,Clear
2014/3/2,11,-1.3,3.8,11,-3.6,1.8,-7.8,46.9,0,0,0,0,0,14.4,129.8,1022.6,4.4,5.2,183.1,15.8,6,Clear
2014/3/3,3.4,-3,1.2,2,-6,-0.6,-5.6,61.8,0,0,0,0,0,10.8,37.7,1022.1,9.8,3.1,140.6,12.2,5,Clear
2014/3/4,10,-1,4.5,6.7,-4.9,1.1,-19,24.4,0,0,0,0,0,32.4,332.9,1026.5,0.1,14.1,220,19,8,Clear
2014/3/5,8,-6,2.5,5.1,-9.2,-0.1,-21,18.8,0,0,0,0,0,25.2,252.4,1028.7,7.5,19.5,207.4,17.8,7,Clear
2014/3/6,7.3,-5,2.8,4.9,-8.3,-0.4,-26.1,11.2,0,0,0,0,0,28.8,300.4,1030.2,0.2,23.8,224.1,19.4,8,Clear
2014/3/7,8,-7,2.6,6.9,-10.6,0.3,-18.2,28.4,0,0,0,0,0,25.2,77.3,1029.6,55.9,15.3,205.3,17.7,8,Partially cloudy
2014/3/8,10,0,3.8,8.4,-2.5,2.2,-7.3,46.9,0,0,0,0,0,18,149.8,1023.4,9,4.9,171.9,14.9,7,Clear
2014/3/9,10,-3,3.4,8.5,-4.8,1.5,-9.4,42.3,0,0,0,0,0,18,138.4,1026.5,5.8,6.8,211.9,18.3,7,Clear
2014/3/10,9,-3.1,2.8,8,-5.3,1.3,-6.9,51.1,0,0,0,0,0,11,116.5,1023.8,16.6,5.9,179.2,15.4,6,Clear
2014/3/11,14,-1,6.9,14,-4.7,5.9,-5.8,45.3,0,0,0,0,0,32.4,26.9,1017.9,22.2,4.4,152.3,13.2,6,Partially cloudy
2014/3/12,11,2,7.1,11,-0.1,5.1,-18.6,16,0,0,0,0,0,21.6,10.2,1025.4,78,22.3,169,14.7,7,Partially cloudy
2014/3/13,13,-2.2,6.6,13,-4.8,5.7,-20.5,14.6,0,0,0,0,0,23.6,248,1021.9,32.9,16.9,228.5,19.8,8,Partially cloudy
2014/3/14,17,4,11.1,17,1.3,10,-20.6,9.5,0,0,0,0,0,28.8,266.1,1018,0,21.3,241.7,20.7,8,Clear
2014/3/15,22,1,11.3,22,-1.3,11,-9.9,24.8,0,0,0,0,0,14.4,130.4,1010.9,14.8,6.5,229.5,19.8,8,Clear
2014/3/16,17,6,11.6,17,4.9,11.4,-8.4,25,0,0,0,0,0,18,108.5,1014.9,20.5,6.6,187.9,16.3,7,Partially cloudy
2014/3/17,21,4,12.9,21,2.2,12.6,-7.1,29.6,0,0,0,0,0,39.6,311.3,1012.6,34.9,7.6,190.5,16.5,6,Partially cloudy
2014/3/18,15,6,11.7,15,3.7,11.1,-9.2,22.6,0,0,0,0,0,25.2,144.2,1022.4,55,11.7,161.9,14,7,Partially cloudy
2014/3/19,13,5,8.8,13,3.4,7.8,-7.5,31.9,0,0,0,0,0,25.2,22.2,1023.1,39.3,10.6,95.6,8.2,3,Partially cloudy
2014/3/20,18,6,11.7,18,3.1,10.6,-15.5,14.2,0,0,0,0,0,25.2,332.3,1026.4,0,25.6,253.2,21.8,8,Clear
2014/3/21,22,4.1,14.7,22,2.3,14.4,-14.3,13.8,0,0,0,0,0,25.2,241.3,1020.1,28.9,16,252.9,21.9,8,Partially cloudy
2014/3/22,23,3,14.6,23,3,14.4,-13.1,19,0,0,0,0,0,21.6,34.9,1018,6.6,15.6,256.6,22,8,Clear
2014/3/23,19,5,12.6,19,3.4,12.5,-4.4,32.1,0,0,0,0,0,14.6,138.6,1023.1,6.8,5.1,211.1,18.3,7,Clear
2014/3/24,21,5,13,21,4.5,12.9,0.6,46,0,0,0,0,0,14.4,183.9,1013.7,9,3,216.7,18.7,8,Clear
2014/3/25,23,6,14.9,23,3.7,14.7,1.7,44,0,0,0,0,0,14.4,182.2,1010.2,9,4,187,16,6,Clear
2014/3/26,24,9,15.6,24,9,15.6,6.5,56.9,0,0,0,0,0,14.4,173.5,1010.1,9,2.6,205.6,17.7,7,Clear
2014/3/27,16,10,13.5,16,10,13.5,5,58.2,0,0,0,0,0,14.4,69.2,1011.2,9.6,3.6,170.8,14.7,6,Clear
2014/3/28,22.3,11,15.9,22.3,11,15.9,6.3,54.9,0,0,0,0,0,18,41.7,1008,11.1,4.8,161,13.8,7,Clear
2014/3/29,23,8,16.5,23,6.9,16.4,1.2,40.1,0,0,0,0,0,18,25.5,1012.8,14.6,10.7,207.1,17.8,8,Clear
2014/3/30,26,8,18.2,26,6.9,18,-4.5,28,0,0,0,0,0,14.4,145.9,1015.3,57.7,16.1,257.9,22.2,9,Partially cloudy
2014/3/31,23,13.1,17.1,23,13.1,17.1,3.3,41.9,0.9,100,4.17,0,0,18,105.9,1015.1,21.9,5.3,120.3,10.3,5,"Rain, Partially cloudy"
2014/4/1,24,6,16.1,24,6,16.1,2.6,49.7,0,0,0,0,0,21.6,188.9,1012.1,16.5,4.5,254.1,21.9,8,Clear
2014/4/2,23,9,16.3,23,8,16.3,1.6,40.6,0,0,0,0,0,25.2,106.1,1015.2,42.2,6.7,174.8,15,6,Partially cloudy
2014/4/3,20,7,14,20,5.7,13.7,-16.9,15.8,0,0,0,0,0,39.6,346.1,1023.5,9.7,17.4,287.3,24.8,9,Clear
2014/4/4,25,4,14,25,2.2,13.3,-9.6,23.9,0,0,0,0,0,25.2,57.5,1015,0,14.5,278.3,24.1,9,Clear
2014/4/5,19,5,13.3,19,5,13.2,-10.6,22.2,0,0,0,0,0,18,274.7,1022.3,0,17.8,287.1,24.8,9,Clear
2014/4/6,25,3,15.7,25,1,15.5,-7.9,27,0,0,0,0,0,25.2,214.4,1017.6,64.8,10.4,252.2,21.6,8,Partially cloudy
2014/4/7,25,8,16.5,25,8,16.5,-0.8,33.8,0,0,0,0,0,14.4,149.6,1013.2,36.6,6.5,241.3,20.8,8,Partially cloudy
2014/4/8,25,8,17.5,25,8,17.5,2.9,42,0,0,0,0,0,18,165.4,1013,8,4.6,235.1,20.4,8,Clear
2014/4/9,30,13,21.2,28.2,13,20.8,0.4,32.9,0,0,0,0,0,25.2,90.3,1011.2,12.9,5.9,272.7,23.6,9,Clear
2014/4/10,18,13.5,15.7,18,13.5,15.7,-2.1,30.8,0,0,0,0,0,14.4,166,1021.8,28.1,6.7,109.7,9.5,4,Partially cloudy
2014/4/11,18,12.8,14.5,18,12.8,14.5,-3,30.4,0,0,0,0,0,10.8,145.3,1019.1,78.7,11.2,166.9,14.4,6,Partially cloudy
2014/4/12,21,6,14.8,21,6,14.8,-2.1,35.1,0,0,0,0,0,14.4,187.6,1016.1,30.2,7,227.6,19.7,7,Partially cloudy
2014/4/13,24,8,16.4,24,8,16.3,3.7,45.6,0,0,0,0,0,14.4,159.6,1017,9,4.6,248,21.3,8,Clear
2014/4/14,26,10,18.5,26,10,18.5,8.6,54.5,0,0,0,0,0,14.4,165.6,1016,9,3,241.9,20.7,8,Clear
2014/4/15,22.4,14.9,18,22.4,14.9,18,3.3,40.7,0,0,0,0,0,25.2,154.1,1018.8,62.4,8.1,171.7,14.7,7,Partially cloudy
2014/4/16,21.3,12,16.7,21.3,12,16.7,-3.3,27.6,0,0,0,0,0,7.2,104.2,1014,56.7,11,235.8,20.4,8,Partially cloudy
2014/4/17,17,11,14.4,17,11,14.4,6.6,61.7,4.3,100,8.33,0,0,10.8,93.8,1012.9,51.7,5.3,149.9,12.8,5,"Rain, Partially cloudy"
2014/4/18,20,12,15.9,20,12,15.9,9.5,67.6,0,0,0,0,0,21.6,147.8,1019.6,22.6,3.8,175.2,15.2,6,Partially cloudy
2014/4/19,15,9,12.6,15,8.6,12.6,3.5,54.8,0.2,100,4.17,0,0,21.6,170.1,1020.7,47,9.2,194.7,16.7,6,"Rain, Partially cloudy"
2014/4/20,22,6,14.8,22,3.7,14.6,2.6,50.5,0,0,0,0,0,18,246.9,1016.7,30.7,9,285.2,24.4,9,Partially cloudy
2014/4/21,25,9,17.7,25,8,17.6,0.3,36.3,0,0,0,0,0,21.9,247,1015.8,58,15.7,287.9,24.7,9,Partially cloudy
2014/4/22,27,8,19.2,26.6,8,19,2.9,38.9,0,0,0,0,0,21.6,215.6,1013.1,16.5,8.8,287.9,24.9,9,Clear
2014/4/23,26,15,20.1,26,15,20.1,11,57.2,0.2,100,4.17,0,0,25.2,176.9,1010.2,14.4,4.4,266.5,22.9,8,Rain
2014/4/24,25,16,19.8,25,16,19.8,11.4,59.3,0,0,0,0,0,18,174.3,1014.2,9.2,5.5,265.6,23,8,Clear
2014/4/25,27,13,19.6,26.4,13,19.6,9,53,0,0,0,0,0,39.6,301.1,1016.4,21.7,6,250.8,21.7,9,Partially cloudy
2014/4/26,22,11,15.9,22,11,15.9,7,60.4,14,100,8.33,0,0,18,48.4,1020.2,76.6,11.5,277.3,23.9,9,"Rain, Partially cloudy"
2014/4/27,24,10,17.7,24,8,17.6,5.4,52.6,0,0,0,0,0,25.2,54.3,1020.3,75.8,12.9,279.1,24.1,8,Partially cloudy
2014/4/28,26,10,18.7,26,8.5,18.6,4.8,46.2,0,0,0,0,0,21.6,216.7,1018.8,41,8.8,295.1,25.5,9,Partially cloudy
2014/4/29,27,11,19.7,26.2,11,19.6,5.7,42.9,0,0,0,0,0,18,185.9,1012.9,13,7.3,273.7,23.6,8,Clear
2014/4/30,28,12,21.1,27.1,12,20.9,9.5,50.4,0,0,0,0,0,18,188.3,1008.8,10.6,6.9,290,25,9,Clear
2014/5/1,28,15,20.7,27.5,15,20.7,10.8,55.5,0,0,0,0,0,50.4,263.5,1008,21.9,6.2,255.2,22,8,Partially cloudy
2014/5/2,23,13,17,23,13,17,-2.3,28.9,0,0,0,0,0,39.6,315.4,1016,22,21.6,314.1,27.1,10,Partially cloudy
2014/5/3,24,8,16.2,24,8,16.2,-0.4,39.3,0,0,0,0,0,54,282.7,1012.9,12.2,12,297.3,25.7,10,Clear
2014/5/4,19,9.9,14.1,19,6.9,13.7,-10,19.7,0,0,0,0,0,50.4,322.7,1017.9,7.2,21.6,336,29.1,10,Clear
2014/5/5,21,6,14,21,4.5,13.8,-6.3,27.4,0,0,0,0,0,21.6,331.3,1017.2,14.1,22.4,334.4,28.8,10,Clear
2014/5/6,21,9,15.7,21,9,15.7,3.5,44.5,0,0,0,0,0,14.4,94.4,1008.7,55.5,8.1,217.6,19,8,Partially cloudy
2014/5/7,27,11,19,26,11,19,1.5,40.2,0.5,100,4.17,0,0,32.4,355.3,1006.6,16.2,10.9,328.5,28.4,10,Rain
2014/5/8,23,10,17.4,23,10,17.4,7.2,55.5,0,0,0,0,0,21.6,157.7,1014,43.9,6.7,231.5,20.2,8,Partially cloudy
2014/5/9,21,16,17.6,21,16,17.6,5.6,45.7,0,0,0,0,0,19.7,109,1014.6,95.4,10,156.4,13.5,5,Overcast
2014/5/10,20.3,13.7,17.2,20.3,13.7,17.2,5.8,47.8,0,0,0,0,0,18,95.3,1015.8,77.4,12.2,94.4,8.1,3,Partially cloudy
2014/5/11,14,10,12,14,7.2,11.8,9.6,85.5,25.2,100,20.83,0,0,21.6,5.4,1006.2,88.4,8.4,154.9,13.4,5,"Rain, Partially cloudy"
2014/5/12,30,9.5,21,28.3,9.5,20.6,8.9,54.2,0,0,0,0,0,28.8,224.6,1000.7,10.5,14.2,339.3,29.2,10,Clear
2014/5/13,31,13,22.7,28.9,13,22.2,5.4,41.4,0,0,0,0,0,43.2,313,1000.2,62,12.9,267.4,23.2,8,Partially cloudy
2014/5/14,22,14.6,19.5,22,14.6,19.5,-1.8,24.2,0,0,0,0,0,43.2,321.1,1005.3,39.9,25,242.9,20.8,7,Partially cloudy
2014/5/15,29,9.2,20.5,27.4,8.2,20,3.6,38.5,0,0,0,0,0,21.6,148.9,1000,20.6,11,316.2,27.2,9,Partially cloudy
2014/5/16,30,14,23.3,28.1,14,22.8,4.1,31.8,0,0,0,0,0,25.2,77.2,1007,38.9,18.6,324.8,28,10,Partially cloudy
2014/5/17,28,15,22.1,26.8,15,21.8,5.9,37.1,0,0,0,0,0,25.2,176.6,1012.4,79.2,14,178,15.4,5,Partially cloudy
2014/5/18,30,14,23.5,28.7,14,23.2,9.6,42.9,0,0,0,0,0,21.8,171.3,1008.1,35.3,8.1,290.2,25.2,9,Partially cloudy
2014/5/19,28.2,17,22.8,28,17,22.8,15.2,64.4,0,0,0,0,0,21.6,110.5,1004.1,19.2,6.8,233.3,20,9,Clear
2014/5/20,32,18,25,30.1,18,24.4,10.7,45.4,0,0,0,0,0,19.7,67.7,1004.1,0,14.1,337.2,29.1,10,Clear
2014/5/21,31.1,17,24.2,30.7,17,24.1,13.5,53,0,0,0,0,0,18.2,125.9,1005.1,9.6,6.2,288.1,24.9,9,Clear
2014/5/22,35,19.5,27,33.1,19.5,26.5,13.7,49.5,0,0,0,0,0,28.8,187.3,1006.2,15.3,5.4,320.5,27.5,9,Clear
2014/5/23,34,22,28.1,32.7,22,27.6,13,41.3,0,0,0,0,0,25.2,186.9,1009.7,64.3,8.6,246.4,21.3,9,Partially cloudy
2014/5/24,26,19,20.9,26,19,20.9,17.5,82.4,3.6,100,8.33,0,0,14.4,112.6,1007.8,78.4,4.3,210.2,18,7,"Rain, Partially cloudy"
2014/5/25,28.3,17,23.1,26.8,17,22.6,7.7,49.1,4.5,100,4.17,0,0,54,298.5,1006.3,24.5,8.1,280.9,24.3,10,"Rain, Partially cloudy"
2014/5/26,35,12,26.3,32.4,12,24.9,4,30.5,0,0,0,0,0,32.4,227.3,999.2,36.3,19.9,311.3,26.9,9,Partially cloudy
2014/5/27,32,18,26.8,29.8,18,25.8,4.4,26.3,0,0,0,0,0,54,317.3,996.2,7.1,13.9,351.6,30.5,10,Clear
2014/5/28,37,15,28.2,34.5,15,27,6.8,30,0,0,0,0,0,32.4,204.8,1000.3,18.8,19.4,349.4,30.1,10,Clear
2014/5/29,42,19.8,30.4,39,19.8,29.3,10.1,33.6,0,0,0,0,0,21.6,13.5,997.9,27.9,15.4,338.6,29.2,10,Partially cloudy
2014/5/30,34.7,22,28.8,34.1,22,28.4,13.1,38.8,0,0,0,0,0,21.6,117.5,1005.6,37,9.1,300.6,26,9,Partially cloudy
2014/5/31,34,21,27.1,34.1,21,27.1,15.2,50.2,0,0,0,0,0,50.4,156.1,1007.1,35.3,7.3,198.5,17.3,7,Partially cloudy
2014/6/1,31,19,24,30.2,19,24,16.3,64.6,9.1,100,12.5,0,0,21.6,359.8,1008.2,48.2,10.9,254.5,22,7,"Rain, Partially cloudy"
2014/6/2,26,19,22.4,26,19,22.4,12.5,54.5,0,0,0,0,0,14.4,27.7,1011.2,14,23.9,329.6,28.5,9,Clear
2014/6/3,32,16.8,25.4,30.8,16.8,25,12.7,48.1,0,0,0,0,0,18,103.1,1007.6,29.2,17.5,327.4,28.2,9,Partially cloudy
2014/6/4,31,19.6,25.7,30.1,19.6,25.5,14.4,51.8,0,0,0,0,0,18,196.9,1006.1,36.3,9.8,252.7,21.9,8,Partially cloudy
2014/6/5,34,20.5,28,33,20.5,27.7,15.1,48.3,0,0,0,0,0,14.4,195.8,1004.1,21.2,10.5,275.2,23.7,9,Partially cloudy
2014/6/6,27,16,21.3,27.8,16,21.4,16.6,75.2,7,100,8.33,0,0,39.6,26.2,1004.3,31.3,10.7,187.8,16.2,8,"Rain, Partially cloudy"
2014/6/7,30,14.7,22.6,28.5,14.7,22.3,10.8,52.1,0,0,0,0,0,25.2,4.8,1003.7,3.9,24,354.4,30.7,10,Clear
2014/6/8,30.3,17,21.2,29.1,17,21.1,13.6,64.2,0.3,100,4.17,0,0,18,42.3,1001.7,44.8,13.1,282.9,24.4,9,"Rain, Partially cloudy"
2014/6/9,30,15,22.3,28.5,15,22.1,12.5,58.5,0,0,0,0,0,18,40.4,1004.6,27.9,13.5,328.4,28.3,9,Partially cloudy
2014/6/10,26,18,21.2,26,18,21.2,15.7,71.7,12.1,100,8.33,0,0,14.4,112.5,1008.7,24.5,5.7,287.5,24.7,8,"Rain, Partially cloudy"
2014/6/11,30,17,24.3,29,17,24,13.9,56.3,0,0,0,0,0,18,39.9,1009.6,12.2,15.7,317.2,27.3,9,Clear
2014/6/12,36,19,27.8,34.8,19,27.3,14,47.1,0,0,0,0,0,14.4,50.8,1005.7,34.3,21.1,317.6,27.4,10,Partially cloudy
2014/6/13,32,19,25.1,32,19,25.2,17.1,63.9,12,100,4.17,0,0,31.6,108.8,1007.2,53.8,13.9,223.9,19.3,8,"Rain, Partially cloudy"
2014/6/14,32,18,25.4,32.4,18,25.7,17.5,64.6,0,0,0,0,0,10.8,102.9,1006.3,53.4,13.2,294.6,25.3,9,Partially cloudy
2014/6/15,32,21,26.6,32.9,21,27,18.3,62.4,2,100,4.17,0,0,24.1,96.6,1004.1,22.9,6.2,190.9,16.5,6,"Rain, Partially cloudy"
2014/6/16,29.8,21,25.2,31.4,21,25.7,19.7,72.8,2,100,4.17,0,0,14.4,170.5,1002.2,9,4.3,191.8,16.5,6,Rain
2014/6/17,27,18.9,22,28.5,18.9,22.1,18.4,80.8,35.1,100,8.33,0,0,18.3,146.5,1002.3,28.4,6,139.8,12.1,5,"Rain, Partially cloudy"
2014/6/18,31,18,24.5,31,18,24.6,17.3,67.3,0,0,0,0,0,18,206.5,1002.6,33,8.4,252.7,21.7,9,Partially cloudy
2014/6/19,27,20,23.7,27.9,20,23.7,18.7,74.3,0,0,0,0,0,18,135.4,1004.4,13.3,4.5,97.9,8.5,3,Clear
2014/6/20,28,18.8,22.9,28.3,18.8,23,17.4,73.1,7.5,100,8.33,0,0,18,102.5,1007,63.1,9.2,316.5,27.2,9,"Rain, Partially cloudy"
2014/6/21,28,19,22.7,28.3,19,22.8,16.9,72,3.1,100,8.33,0,0,32.4,206.8,1008.5,26.9,7.3,278.4,24.1,9,"Rain, Partially cloudy"
