date,aqi,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
2018/10/15,204,17,11,13.2,17,11,13.2,10.1,82.6,4,100,4.17,0,0,18,14,50.4,3,70.7,6.3,3,"Rain, Partially cloudy"
2018/10/16,140,19,8.7,13.8,19,8.7,13.8,7.7,70.7,0.4,100,4.17,0,0,14.4,29.7,34.5,6.5,80.6,7,4,"Rain, Partially cloudy"
2018/10/17,96,19,4,10.4,19,3.1,10,0.3,61.8,0,0,0,0,0,14.4,19.1,3.3,9.2,175.2,15.2,6,Clear
2018/10/18,100,19,2,9.5,19,-0.1,8.9,0.6,61.8,0,0,0,0,0,10.8,295.7,33,9.9,164.4,14.1,6,Partially cloudy
2018/10/19,116,19,3,9.6,19,1,9.2,1.6,64.7,0,0,0,0,0,10.8,322.1,39.9,9.4,164.8,14.1,6,Partially cloudy
2018/10/20,153,19,2,9.3,19,-0.1,9.1,2.7,69.7,0,0,0,0,0,18,184.3,24,7.6,117.2,10.2,5,Partially cloudy
2018/10/21,186,16,5,10.2,16,5,10.2,5.7,76,0,0,0,0,0,10.8,93.3,7.8,4.7,109.2,9.5,4,Clear
2018/10/22,211,19,5,11.8,19,3.4,11.6,3.4,62.1,0,0,0,0,0,36,296.8,9.8,5,150.2,13,6,Clear
2018/10/23,73,20,3,11.7,20,1,11.4,-2.8,45,0,0,0,0,0,21.6,223.1,0,10.7,156,13.5,6,Clear
2018/10/24,125,22,2,10.4,22,-0.1,10.2,1.6,62.1,0,0,0,0,0,10.8,93.1,15.3,9.7,153.8,13.4,6,Clear
2018/10/25,163,15,5,10.5,15,3.4,10.3,4.2,69.7,0,0,0,0,0,25.2,333.1,22.4,6.7,42.2,3.6,2,Partially cloudy
2018/10/26,35,13,8,10.3,13,3.8,8.5,-13.5,17.5,0,0,0,0,0,43.2,298.7,0,12.2,140.3,12.2,5,Clear
2018/10/27,42,19,-1,11.4,19,-2.5,11,-7.9,30,0,0,0,0,0,32.4,282.7,19.3,11,132.1,11.4,5,Clear
2018/10/28,18,18,8.8,14.2,18,6.8,14,-5.4,25.7,0,0,0,0,0,46.8,315.9,41.1,11.7,77.6,6.8,4,Partially cloudy
2018/10/29,29,16,3,10.3,16,3,9,-8.9,27.3,0,0,0,0,0,36,330.6,0.1,11.9,137.6,12,5,Clear
2018/10/30,50,17,1,9.1,17,1,8.5,-3.5,45.5,0,0,0,0,0,18,350.5,1.7,10.8,133.5,11.6,5,Clear
2018/10/31,83,17.1,0,7.6,17.1,-2.5,7.1,-2.1,57.1,0,0,0,0,0,10.8,18.9,2.1,10.1,130.5,11.2,5,Clear
2018/11/1,116,18,1,8.4,18,-1.3,8,-0.9,60,0,0,0,0,0,10.8,39.8,4.5,10,126.7,11,5,Clear
2018/11/2,188,17,1,7.7,17,-1.3,7.5,2.9,74.5,0,0,0,0,0,7.2,82,7.5,5.9,85.3,7.2,3,Clear
2018/11/3,205,18,2,9,18,-0.1,8.8,3.9,73.9,0,0,0,0,0,14.4,154.1,18.9,3.9,85.8,7.5,4,Clear
2018/11/4,130,12,7,8.9,12,4.9,7.6,5.1,77.4,0.7,100,4.17,0,0,18,353.4,50.7,7,8.6,0.7,0,"Rain, Partially cloudy"
2018/11/5,67,11,0,5.5,11,-2.5,4.9,-0.1,71.4,0,0,0,0,0,10.8,50,81.4,10.8,94.8,8.2,4,Partially cloudy
2018/11/6,52,10,-1,5.1,10,-3.6,3.7,-5.4,54.2,0,0,0,0,0,14.6,6,85,11.5,74.3,6.4,3,Partially cloudy
2018/11/7,82,12,-2,4.4,12,-4.8,3.7,-4,60.4,0,0,0,0,0,14.4,219.6,94.5,10.1,84,7.3,4,Overcast
2018/11/8,156,13.1,2,6.9,13.1,1,6.7,-1.1,61.1,0,0,0,0,0,14.4,193.6,58.6,8.7,88.3,7.7,4,Partially cloudy
2018/11/9,91,16,0,8.3,16,-3.5,7.4,-7.4,42.9,0,0,0,0,0,32.4,311.4,0,10.2,115.8,10,5,Clear
2018/11/10,64,13,1,7.7,13,-3.1,6.4,-8.2,33.8,0,0,0,0,0,18,25.9,70.5,11.8,91.7,7.9,4,Partially cloudy
2018/11/11,119,15.5,5,9.6,15.5,4.5,9.4,-1.5,48.6,0,0,0,0,0,10.8,181.7,24.2,9.9,97.8,8.4,4,Partially cloudy
2018/11/12,176,15,0,6.3,15,0,6.2,1,72.3,0,0,0,0,0,14.4,183.3,16.3,6.5,90,7.8,4,Clear
2018/11/13,236,12,0,5.6,12,0,5.5,3.3,85.9,0,0,0,0,0,10.8,104,18.8,3.2,66.8,5.8,3,Clear
2018/11/14,272,9,2,6.8,8,-1.1,6,5.1,89.2,0,0,0,0,0,10.8,132.1,27,1.5,19.3,1.6,1,Partially cloudy
2018/11/15,100,10.4,4,7.4,10.4,1.3,5.6,-3.7,53.5,0,0,0,0,0,23.5,356.4,65.7,8.7,64.2,5.4,3,Partially cloudy
2018/11/16,60,9,-4,2.7,6.8,-9.2,0.3,-15.2,28.9,0,0,0,0,0,21.6,324.4,34.4,12.4,140.5,12.2,6,Partially cloudy
2018/11/17,110,11,-2,4.2,11,-3.6,3.4,-9.2,41.1,0,0,0,0,0,18,213.6,73,9.7,93,8,4,Partially cloudy
2018/11/18,94,12,-5,4.6,12,-9.5,3.6,-11.9,39.9,0,0,0,0,0,36,298,23.3,10.5,99.9,8.6,4,Partially cloudy
2018/11/19,122,10,-5,2.4,9.2,-8.3,1.4,-7.6,50.7,0,0,0,0,0,10.8,28.4,14.6,8.7,85.1,7.4,4,Clear
2018/11/20,111,11,-3,4.2,11,-7.1,2.8,-8.2,45.9,0,0,0,0,0,14.4,355.2,69.4,10.3,76.6,6.6,3,Partially cloudy
2018/11/21,75,9,-1,4.9,6.1,-2.3,2.6,-12.7,33.2,0,0,0,0,0,39.6,302.3,30.9,11.3,99.1,8.7,4,Partially cloudy
2018/11/22,90,9.4,-6,1.2,9,-9.4,-0.1,-12.4,42.3,0,0,0,0,0,14.4,20.2,14.6,10.4,95.3,8.1,4,Clear
2018/11/23,151,7,-3,1.6,4.9,-6,-0.8,-8,50.1,0,0,0,0,0,14.4,355.7,28.7,9.1,33,2.9,1,Partially cloudy
2018/11/24,157,11.1,-3,3.7,11.1,-4.8,2.6,-6.4,51.6,0,0,0,0,0,14.4,238.8,16.3,7.1,84.2,7.3,4,Clear
2018/11/25,170,14,-4,3.6,14,-8,2.6,-6.9,53.5,0,0,0,0,0,14.4,77.8,10.8,7.4,88.7,7.7,4,Clear
2018/11/26,295,10,-3,2.6,10,-6,2,-1.9,73.8,0,0,0,0,0,7.4,1.6,22.9,2.7,49,4.1,2,Partially cloudy
2018/11/27,122,11,-2,6.1,11,-3.2,3.5,-17.7,21.2,0,0,0,0,0,28.8,320,21.4,9,83.3,7.2,4,Partially cloudy
2018/11/28,146,8,-5,0.4,8,-7.1,-0.8,-11.7,42.4,0,0,0,0,0,14.4,28.5,52.8,9.6,68.7,6.2,3,Partially cloudy
2018/11/29,139,7,-7,0.4,5.7,-10.7,-1.5,-8.8,52.5,0,0,0,0,0,14.4,163.1,13.8,9.6,81,6.9,3,Clear
2018/11/30,201,9,-5,0.9,9,-6,0.2,-6.7,59.5,0,0,0,0,0,7.2,66.6,25.9,8,72,6.2,3,Partially cloudy
2018/12/1,198,7.8,-6,1.8,7,-7.1,1,-3.5,69.7,0,0,0,0,0,7.2,60.4,21.2,4.7,59.3,5.1,3,Partially cloudy
2018/12/2,233,6.1,3.9,4.9,6.1,1.9,4,2.9,87.3,0.2,100,4.17,0,0,14.4,8.7,30.9,2.1,11.7,1,0,"Rain, Partially cloudy"
2018/12/3,129,7,2,4.5,4.1,-1.1,1.4,-15,29.2,0,0,0,0,0,25.2,8.9,47.7,8.6,67.8,5.9,3,Partially cloudy
2018/12/4,83,4,-5,0.4,0.6,-5,-2.7,-21.1,20,0,0,0,0,0,28.8,314.4,11.2,12.2,81,7,3,Clear
2018/12/5,122,2,-9,-2.6,-0.4,-9,-4.1,-12.9,46.7,0,0,0,0,0,10.8,99.2,81.4,9.8,38.4,3.4,2,Partially cloudy
2018/12/6,35,-0.5,-7.2,-3.7,-5.8,-14.3,-10.2,-25.4,18.9,0,0,0,0,0,43.2,322,14.6,12.9,84.1,7.2,4,Clear
2018/12/7,35,-6,-13,-7.7,-11.8,-20.3,-15,-29.5,15.7,0,0,0,0,0,36,301.8,3.9,13.2,80.9,7,3,Clear
2018/12/8,57,-3,-13,-7.2,-7.1,-19.9,-13.2,-27.4,19.3,0,0,0,0,0,32.4,299.6,0,12.6,82.6,7.1,3,Clear
2018/12/9,106,-1,-15,-8.2,-2,-19.1,-9.5,-19.7,42.6,0,0,0,0,0,10.8,19.6,46.9,10,72.5,6.4,3,Partially cloudy
2018/12/10,144,0,-12,-6.4,-0.2,-16.4,-8.2,-17.1,45.3,0,0,0,0,0,14.4,7.6,38.8,9.8,63.2,5.4,3,Partially cloudy
2018/12/11,73,-1,-5.2,-3.1,-6,-14,-9.2,-23.5,20.4,0,0,0,0,0,39.6,306.7,26.8,12.2,79.9,6.9,3,Partially cloudy
2018/12/12,86,3,-14,-4.7,-0.5,-15.9,-7,-21.8,28.3,0,0,0,0,0,18,203.6,0,10,76.2,6.6,3,Clear
2018/12/13,57,5,-9,-1.4,1.3,-12.9,-4.4,-19.7,25.3,0,0,0,0,0,25.2,344,0,12,79.9,6.8,3,Clear
2018/12/14,113,3,-12,-5.3,0.1,-12,-6.3,-16.1,46,0,0,0,0,0,14.4,174.9,14.6,9.7,63.2,5.4,3,Clear
2018/12/15,172,2,-11,-4.2,1.7,-16.7,-5.1,-13.5,50.7,0,0,0,0,0,10.8,84.9,42.6,8.9,53.1,4.5,2,Partially cloudy
2018/12/16,122,9,-7.5,0.8,5.4,-10.7,-2.1,-14.3,38,0,0,0,0,0,39.6,295.2,19.1,9.1,71,6.2,3,Clear
2018/12/17,100,9.2,-8,1.7,8,-8,0.3,-15.9,29.3,0,0,0,0,0,25.2,223.6,12.5,10.5,75.3,6.5,3,Clear
2018/12/18,91,10,-8,-0.5,7.6,-11.8,-2.1,-13.8,41.4,0,0,0,0,0,18,6.8,5.9,10.9,86,7.4,5,Clear
2018/12/19,86,9.3,-7,-0.8,9.3,-9.4,-2.1,-11.8,46.7,0,0,0,0,0,10.8,351,5,10.1,104,8.9,4,Clear
2018/12/20,126,6,-7,0.2,6,-9.4,-0.9,-9.8,50.4,0,0,0,0,0,10.8,91.7,39,8.3,79.9,6.9,4,Partially cloudy
2018/12/21,145,9,-5,3,7.3,-8.3,1,-10.6,41.1,0,0,0,0,0,21.6,298,51.9,9.8,105.9,9.1,5,Partially cloudy
2018/12/22,100,9.1,-3,3.2,7.1,-4.7,0.8,-13.3,33.2,0,0,0,0,0,32.4,335.5,91.9,10.5,36.4,3.1,2,Overcast
2018/12/23,77,1,-8.6,-3,-3.1,-14.1,-8.3,-27.3,14.9,0,0,0,0,0,39.6,316.5,8.2,12.2,119.5,10.3,5,Clear
2018/12/24,124,2,-13,-6.5,1,-18.1,-8.4,-20.1,38,0,0,0,0,0,14.4,172.1,0.2,9.3,106.3,9.3,4,Clear
2018/12/25,85,4.1,-11,-2.4,-0.7,-16.7,-6.9,-21.3,26.4,0,0,0,0,0,36,340.1,6.9,11.2,108.4,9.3,5,Clear
2018/12/26,49,-2,-11,-5.7,-2,-13.7,-9.2,-25.9,19.8,0,0,0,0,0,21.6,26.5,15.8,12.7,107.5,9.2,5,Clear
2018/12/27,41,-6,-11.8,-9.2,-14.3,-21.4,-18,-33.5,12.4,0,0,0,0,0,46.8,329.9,31.9,12.8,89.7,7.7,4,Partially cloudy
2018/12/28,35,-5,-12,-8.6,-12.1,-22.5,-17,-29.8,16.4,0,0,0,0,0,39.6,313.1,12.1,12.9,119.3,10.2,5,Clear
2018/12/29,38,-2,-11,-6.3,-2,-15.3,-10.5,-27,18.7,0,0,0,0,0,25.2,326.1,2.8,12,116.3,10,5,Clear
2018/12/30,48,-1,-13,-7.5,-1,-17.7,-10.5,-23.4,28.5,0,0,0,0,0,18,21,17.4,12,113.5,9.8,5,Clear
2018/12/31,46,-3,-14,-8.7,-3,-19.1,-10.5,-20.3,40.6,0,0,0,0,0,10.8,23.5,74.2,10,78,6.7,4,Partially cloudy
2019/1/1,116,1,-13.1,-5.9,-3.5,-19.1,-9.7,-18.4,39.8,0,0,0,0,0,28.8,317.6,12.5,11.1,98.2,8.5,4,Clear
2019/1/2,118,0,-11,-6,0,-16.7,-8.9,-17.9,40.5,0,0,0,0,0,10.8,357.8,40.4,10.6,101.7,8.7,4,Partially cloudy
2019/1/3,204,0,-12,-5.3,0,-15.3,-6.3,-15.5,46,0,0,0,0,0,10.8,22.8,35.5,7.9,75,6.5,3,Partially cloudy
2019/1/4,63,1,-9,-2.2,-3.7,-12.9,-8,-22.1,22.6,0,0,0,0,0,39.6,322,44.7,12,115.8,10.1,5,Partially cloudy
2019/1/5,73,1,-9,-4,-1,-14.3,-7.4,-23.5,21.3,0,0,0,0,0,21.6,358.2,74.8,12.6,96.4,8.3,4,Partially cloudy
2019/1/6,147,0.1,-13,-6.6,-1,-16.4,-7.7,-18.4,40.3,0,0,0,0,0,7.2,27.4,24.9,9.3,95.5,8.1,4,Partially cloudy
2019/1/7,95,2.1,-10,-3.8,-2,-14.3,-7.7,-19.3,33.1,0,0,0,0,0,32.4,337.4,44.9,11.3,75.1,6.7,3,Partially cloudy
2019/1/8,61,2,-9,-3.3,-2.4,-11.9,-7.2,-22.6,21.9,0,0,0,0,0,32.4,313,24.3,12.7,122.6,10.6,5,Partially cloudy
2019/1/9,121,0,-15,-7.1,0,-19.9,-8.4,-19.5,39.2,0,0,0,0,0,8.8,350.6,69.2,10,104.3,9,5,Partially cloudy
2019/1/10,166,6,-10.1,-4,4.5,-14.3,-5.8,-17.1,38,0,0,0,0,0,10.8,320.8,10.9,9,112.4,9.8,5,Clear
2019/1/11,192,6,-9,-1.7,6,-11.8,-2.6,-13.9,41.5,0,0,0,0,0,7.4,20.9,41.9,8.2,97.7,8.3,4,Partially cloudy
2019/1/12,282,5,-9,-3.1,4,-9.6,-3.8,-11.6,55.7,0,0,0,0,0,7.2,214.9,18.8,5.2,94.6,8.1,4,Clear
2019/1/13,201,7.7,-10,-1.8,7,-16.6,-3.8,-14.3,46.9,0,0,0,0,0,14.4,6.5,8.5,8.4,124.1,10.7,5,Clear
2019/1/14,207,5,-10,-2.3,5,-11.8,-4.4,-14.6,43.9,0,0,0,0,0,43.2,324.1,26,7.3,106.3,9.1,5,Partially cloudy
2019/1/15,61,-2,-8,-4.7,-7.1,-16.9,-11.9,-26.8,16.3,0,0,0,0,0,43.2,311.2,15.3,12.7,132.9,11.4,5,Clear
2019/1/16,118,4,-14,-4.3,0.6,-14,-6.4,-25,22.6,0,0,0,0,0,21.6,240.5,32.4,9.8,129.5,11,5,Partially cloudy
2019/1/17,122,7,-13,-2.6,5.6,-16.7,-4.8,-25.2,22,0,0,0,0,0,14.4,289.9,27.2,10.6,130.9,11.3,5,Partially cloudy
2019/1/18,163,7,-10,-2.2,5.9,-12.9,-3.3,-19.9,27.3,0,0,0,0,0,14.4,1.9,70.3,9.7,47.8,3.9,2,Partially cloudy
2019/1/19,52,5,-2,1.2,2.5,-5.5,-1.9,-19.2,20.9,0,0,0,0,0,18,5.7,90.6,12.9,71.5,6.3,3,Overcast
2019/1/20,48,5,-2,1.6,1,-8.5,-3.4,-21.6,16.7,0,0,0,0,0,36,307.7,10.9,12.6,136.7,11.9,6,Clear
2019/1/21,85,9,-0.6,4.5,6,-5.1,0.6,-22.6,12.3,0,0,0,0,0,32.4,294.9,2.9,11.6,136.3,11.9,5,Clear
2019/1/22,93,11,-4,4.4,11,-4,2.4,-19.9,16.3,0,0,0,0,0,25.2,315.4,2.5,11.2,133.2,11.7,5,Clear
2019/1/23,77,12,-6,3.1,12,-10.7,1,-16,27.1,0,0,0,0,0,14.4,46.3,1.3,11.6,132.6,11.5,5,Clear
2019/1/24,186,5,-8,-0.9,3.4,-8,-2.2,-8.1,60.3,0,0,0,0,0,10.8,49.6,75.8,9.9,102.6,8.8,4,Partially cloudy
2019/1/25,53,6,-5,1.3,4.5,-10.4,-2.6,-20.2,20.2,0,0,0,0,0,18.3,1.2,28.4,13.2,139.8,12.1,6,Partially cloudy
2019/1/26,86,5,-6.1,-0.7,3.4,-10.3,-3.6,-20.4,22.3,0,0,0,0,0,18,11.8,17.5,11.8,135.3,11.7,5,Clear
2019/1/27,129,10,-5,0.4,6.2,-8.3,-1.5,-17.7,29.2,0,0,0,0,0,36,321.7,63.3,10.2,91.1,8,4,Partially cloudy
2019/1/28,102,8,-3,2.2,5.7,-6.7,-1.2,-24.4,13.4,0,0,0,0,0,25.2,303.4,34.4,11.5,145.7,12.6,6,Partially cloudy
2019/1/29,183,5,-6,-1.3,5,-9.4,-2,-17.4,29.8,0,0,0,0,0,9.1,181.2,56.5,8.1,111.4,9.7,5,Partially cloudy
2019/1/30,79,4,-4,-0.1,-1,-9.2,-4.4,-22.1,19.9,0,0,0,0,0,32.4,344.2,73.3,11.2,69.7,5.9,3,Partially cloudy
2019/1/31,73,1,-10,-3.8,-4.2,-14.9,-9,-29.9,12.8,0,0,0,0,0,28.8,312.8,73.4,12.6,117.3,10.2,5,Partially cloudy
2019/2/1,127,6,-13,-4.4,3.7,-14.7,-5.3,-21.9,27.6,0,0,0,0,0,14.4,188.6,0,9.9,144.9,12.7,6,Clear
2019/2/2,186,1,-10,-3.5,0,-12.9,-4.6,-9.8,62.9,0,0,0,0,0,7.2,66.4,45.9,5.7,118,10.2,5,Partially cloudy
2019/2/3,97,8,-3,2.4,4.3,-6.7,-1.7,-17.7,28.3,0,0,0,0,0,43.2,317.6,27.2,9.6,141.8,12.1,6,Partially cloudy
2019/2/4,157,3,-9,-2.1,2,-9.4,-3.6,-11.4,50.9,0,0,0,0,0,14.4,56.2,18.3,10.3,134.1,11.6,5,Clear
2019/2/5,179,2,-8,-2.6,-1.3,-13.1,-5.8,-10.2,57.6,0,0,0,0,0,18,113.5,42.2,7.3,138.2,11.7,6,Partially cloudy
2019/2/6,141,0,-4,-2.1,0,-11.6,-5.2,-12.9,44.1,0,0,0,0,0,29.3,72.2,61.1,10.1,142.9,12.3,6,Partially cloudy
2019/2/7,42,-4,-11,-7.5,-7,-19.4,-13.5,-28.3,17.7,0,0,0,0,0,43.2,325,49.2,13.2,156.1,13.5,6,Partially cloudy
2019/2/8,80,-1,-8,-4.9,-4.7,-11.9,-8.2,-25,19.2,0,0,0,0,0,25.2,317.9,65.1,12,111.5,9.5,5,Partially cloudy
2019/2/9,38,-2,-9,-5.8,-3,-15.4,-9.2,-24.6,21.6,0,0,0,0,0,28.8,348,63.7,13,119.1,10.2,5,Partially cloudy
2019/2/10,83,-1,-10,-5.4,-4.7,-14.1,-9.2,-23.5,23.3,0,0,0,0,0,14.4,51.7,66.3,11.7,70.6,6.1,2,Partially cloudy
2019/2/11,112,5,-12,-4.2,1.9,-16.4,-7.1,-20.4,29.8,0,0,0,0,0,14.4,15.2,20.5,11.2,156.4,13.6,6,Partially cloudy
2019/2/12,86,-2,-8,-3.8,-2,-9.3,-6.4,-16.2,41,1,100,4.17,0,0,14.4,68,67.2,10.2,62.4,5.4,2,"Snow, Partially cloudy"
2019/2/13,75,0,-10,-4.5,0,-14.1,-7.8,-20.2,34.7,0,0,0,0,0,21.6,18.5,68,12,152.4,13.1,6,Partially cloudy
2019/2/14,133,-2.8,-6.2,-4.4,-3,-9.7,-7.6,-9.2,70.4,0.2,100,8.33,0,0,14.4,142,75.2,6.9,42.4,3.6,2,"Snow, Partially cloudy"
2019/2/15,42,1,-10,-3.6,-5.4,-14.1,-10,-16.6,39.7,0,0,0,0,0,36,305.2,1.5,12,180.2,15.7,7,Clear
2019/2/16,38,3,-11,-2.8,-1.6,-17.8,-8.4,-21.7,24,0,0,0,0,0,32.4,322.9,0,13.2,187.6,16.2,7,Clear
2019/2/17,49,7,-8,0,4.9,-13.1,-3.8,-20.2,22.4,0,0,0,0,0,21.6,331.2,27.8,12.4,183.5,16,7,Partially cloudy
2019/2/18,96,5,-5,0.9,5,-9.5,-1.1,-17.6,24.9,0,0,0,0,0,10.8,18.6,91.6,10.6,52.3,4.5,2,Overcast
2019/2/19,175,7,-2,2,4.9,-2.6,0,-7.7,53.1,0.4,100,4.17,0,0,21.6,254.2,57.1,7.9,121.6,10.5,5,"Snow, Rain, Partially cloudy"
2019/2/20,94,9,-6,2.1,8,-9.4,-0.4,-15.8,27.9,0.4,100,4.17,0,0,18,0.4,1.3,11.4,185,16,7,Snow
2019/2/21,176,12,-6.1,2.8,12,-11.7,0.5,-11.8,38.6,0,0,0,0,0,14.4,258.5,24.6,8,177.1,15.4,7,Partially cloudy
2019/2/22,195,13,-5,3.8,13,-9.5,2.7,-10.8,41,0,0,0,0,0,14.4,39.1,63.5,7,84.7,7.4,4,Partially cloudy
2019/2/23,229,14,-4,5,14,-5.9,4.1,-10.4,37.1,0,0,0,0,0,14.4,183.2,20.3,5.7,157.5,13.8,6,Partially cloudy
2019/2/24,153,14,-3,5,14,-6,3.7,-12.8,32.4,0,0,0,0,0,21.6,27,60.4,8.6,166,14.5,7,Partially cloudy
2019/2/25,151,11,-2,5.1,11,-3.6,3.9,-12.3,30.2,0,0,0,0,0,14.4,67.8,72,10.9,131.1,11.4,6,Partially cloudy
2019/2/26,139,8,-3,3.7,7.1,-6,2.8,-9.4,39.1,0,0,0,0,0,14.4,81.3,81.2,10,101,8.8,4,Partially cloudy
2019/2/27,172,13,-3,5.7,13,-3,5.3,-6.3,45.6,0,0,0,0,0,18,248.6,23.3,7.4,175,15.1,6,Partially cloudy
2019/2/28,165,14,-2,6.2,14,-5.9,5.3,-8.2,39.2,0,0,0,0,0,14.4,294.7,16.5,8.2,171.4,14.6,6,Clear
2019/3/1,197,15,-1,6.3,15,-4.7,5.5,-6.5,43.5,0,0,0,0,0,10.8,55.2,22.6,6,151.8,13.2,6,Partially cloudy
2019/3/2,250,17,-2,7,17,-2,6.9,-4.7,50.2,0,0,0,0,0,21.6,204.7,27.1,3.7,168,14.6,6,Partially cloudy
2019/3/3,215,15,-1,6.9,15,-2.5,6.7,-4,48.4,0,0,0,0,0,14.4,197.2,27,4.1,131.8,11.4,5,Partially cloudy
2019/3/4,172,18,0,9.5,18,-3.5,8.5,-7.3,39.4,0,0,0,0,0,14.4,41.7,26.4,7.5,187.4,16.2,7,Partially cloudy
2019/3/5,147,19,1,11.3,19,1,11.1,-8.3,36.9,0,0,0,0,0,32.4,333.2,15.7,8.1,205,17.6,7,Clear
2019/3/6,36,11,2.8,7.7,11,0.9,5.5,-15.7,18.4,0,0,0,0,0,32.4,347.2,2.9,12.9,217.2,18.7,8,Clear
2019/3/7,75,13,-6,5.3,13,-10.7,4.5,-15.6,26,0,0,0,0,0,14.4,222.3,0,11.4,222.1,19.1,8,Clear
2019/3/8,150,15,-5,5.7,15,-5,5.4,-10.4,33.1,0,0,0,0,0,21.6,184.5,80.6,9.8,162.3,13.8,6,Partially cloudy
2019/3/9,166,12,3,8.3,12,3,7.7,-5.2,38.9,0,0,0,0,0,14.4,358.1,59,8.3,65,5.5,2,Partially cloudy
2019/3/10,183,12.1,0,6,12.1,-1.3,5.3,0.5,70.4,0.3,100,4.17,0,0,14.4,68.1,30.5,4.7,148.3,12.8,6,"Rain, Partially cloudy"
2019/3/11,64,17,0,9.4,17,0,8.1,-9.3,34.9,0,0,0,0,0,43.2,299.6,7.5,10.8,233.1,20.2,8,Clear
2019/3/12,28,12,-1,7.2,12,-3.6,4.8,-21.2,12.1,0,0,0,0,0,32.4,305.4,2.4,13.2,241.5,21.1,8,Clear
2019/3/13,36,17,-1,9.2,17,-3.6,8.1,-15.5,16.9,0,0,0,0,0,21.6,303.8,25.4,12.9,236.5,20.3,8,Partially cloudy
2019/3/14,48,16,-1,9.6,16,-2.5,9.1,-12.5,21.9,0,0,0,0,0,32.4,320.8,26.4,12.9,216.4,18.7,8,Partially cloudy
2019/3/15,54,13.4,4,9,13.4,1.3,7.5,-12.3,21.8,0,0,0,0,0,21.8,61.4,6.2,12.9,240.4,20.7,8,Clear
2019/3/16,81,20,-3,9.8,20,-3,9.3,-8.9,30,0,0,0,0,0,39.6,3.9,2.6,12,232.6,20,8,Clear
2019/3/17,130,20,1,11.3,20,1,11,-5.3,34.8,0,0,0,0,0,28.8,175.9,41.1,10.2,226.4,19.7,8,Partially cloudy
2019/3/18,175,21.1,6,13.1,21.1,4.5,13,-0.3,41.1,0,0,0,0,0,18,135.5,50.7,7.2,203.1,17.6,7,Partially cloudy
2019/3/19,193,24,3,15.1,24,1,15,2.2,47.8,0,0,0,0,0,18,168.8,37.5,6.1,199.7,17.3,7,Partially cloudy
2019/3/20,153,20,11.2,16,20,11.2,16,5.4,50.9,2,100,4.17,0,0,36.2,117.6,78.9,8.9,110.7,9.7,4,"Rain, Partially cloudy"
2019/3/21,49,13,3,8.3,13,-1.1,5.9,-13.7,20.8,0,0,0,0,0,46.8,332.3,7.8,13.1,260.5,22.4,9,Clear
2019/3/22,33,14,0,8,14,-4.3,6.9,-13.3,24.4,0,0,0,0,0,39.6,298.3,19.1,12.5,257.7,22.2,9,Clear
2019/3/23,67,13,3,7.9,13,-1.2,5.4,-17.1,16.1,0,0,0,0,0,36,288.9,0.1,13,266.3,22.9,9,Clear
2019/3/24,109,21,-2,11,21,-4.8,10.4,-11.5,22.9,0,0,0,0,0,25.2,211.6,5.1,11.1,256.8,22,8,Clear
2019/3/25,99,23,0,13.2,23,-2.5,12.8,-12.8,22.8,0,0,0,0,0,28.8,314.8,0.8,11.5,266.8,23.1,9,Clear
2019/3/26,118,18,6.5,12.3,18,6.5,12.2,-6.5,27.3,0,0,0,0,0,18,121.6,36.2,10.3,216.7,18.6,7,Partially cloudy
2019/3/27,144,23,3,12.2,23,3,11.8,-4.9,36.3,0,0,0,0,0,28.8,135.4,53.8,9.4,208.4,18.1,7,Partially cloudy
2019/3/28,108,10,5.2,7.5,9.2,2.1,5.8,-7.7,33.7,0,0,0,0,0,14.6,141.8,40.9,11.9,137.9,11.7,5,Partially cloudy
2019/3/29,70,14,0,7,14,-1.3,5.5,-10.1,30.7,0,0,0,0,0,46.8,301.3,41.2,11.8,223.5,19.3,8,Partially cloudy
2019/3/30,28,11,4,7.3,11,-1.4,3.9,-15.4,18.8,0,0,0,0,0,43.2,319.8,15.1,13.2,271.4,23.5,9,Clear
2019/3/31,41,17,-3,9.3,17,-3,8.5,-13.4,21.2,0,0,0,0,0,28.8,296.3,30.5,12.9,259.8,22.4,9,Partially cloudy
2019/4/1,53,17,0,9.8,17,-2.5,9.4,-11.6,23.8,0,0,0,0,0,18,177.5,19.2,12.6,274.1,23.6,9,Clear
2019/4/2,94,19,2,11.6,19,0.1,11.1,-8.3,28.6,0,0,0,0,0,18,85.7,7.9,11.7,266.2,23,9,Clear
2019/4/3,142,20,1,11.5,20,1,11.3,-4.9,34.4,0,0,0,0,0,18,189.2,11.3,10.1,249,21.4,8,Clear
2019/4/4,248,28,3,16.9,26.6,3,16.7,-4,30.5,0,0,0,0,0,36,264.6,27.6,9.6,262.6,22.8,8,Partially cloudy
2019/4/5,135,20,5,14.8,20,3.4,14.6,-7.9,21,0,0,0,0,0,25.2,127.2,57.8,9.7,266,23.1,9,Partially cloudy
2019/4/6,123,21,5,13.8,21,4.9,13.6,-8.5,21.9,0,0,0,0,0,18,123.1,73.6,10.4,176.3,15.2,6,Partially cloudy
